c_reduction,final_error,final_rmsd,final_nrmsd_t
0.9999999999999999,"[16.19195237 18.00785    17.67102851 23.13042795 19.34921881 25.30225542 15.97392168 35.35631259 21.44770311
 27.25126242 13.77397758 21.02575574 32.01867828 34.76638405 17.28356219 33.58553775 17.68793565 23.60641083
 25.35643395]",576.9314213271964,19.231047377573212
