c_reduction,final_error,final_rmsd,final_nrmsd_t
0.4884367937655764,"[ -8.0931685   -9.02324874 -11.8259649   -8.49083235 -14.02157624  -9.42267144 -19.69554261  -0.83901578
 -14.84967149  -8.72211718 -21.44919394 -13.02212902  -0.43064411   4.34578909 -10.63623378   8.68783525
  -3.61691271   6.50274059  13.04834514]",125.91652022459532,4.197217340819844
