c_reduction,final_error,final_rmsd,final_nrmsd_t
0.9999999999999999,"[ 57.53991622  64.52908457  69.15506163  79.29821704  79.87234612  89.81868411  84.10084299 106.70053784
  95.61398862 103.84889878  92.42192633 101.3565745  113.68143948 117.42876181 100.6332352  117.33103341
 101.55902148 107.3541222  108.75281332]",9182.365000812379,306.0788333604126
