c_reduction,final_error,final_rmsd,final_nrmsd_t
0.9999999999999997,"[26.48447252 29.59415841 30.49887855 37.1303498  34.43933115 41.39221547 32.96814635 53.15658454 39.9552588
 46.36844525 33.40552702 41.07979279 52.40743871 55.40674309 38.09738779 54.49990373 38.6352213  44.52430932
 46.18788833]",1741.8124700731296,58.06041566910432
