c_reduction,final_error,final_rmsd,final_nrmsd_t
0.9893771509062289,"[  3.19448813   3.38889798   1.50338472   5.50890698   0.38386633   5.11318718  -5.31276167  13.10080098
  -1.64779967   3.44257668 -10.6247246   -3.84466188   6.78907999   9.28383825  -8.35207134   7.89002409
  -7.9811215   -1.95688803  -0.02910396]",39.710433399877154,1.3236811133292385
