c_reduction,final_error,final_rmsd,final_nrmsd_t
0.9999999999999999,"[39.64613886 44.40425563 46.89045639 55.01458631 53.71165243 61.93731913 54.66409766 75.87812986 63.57648013
 70.7648614  58.45573171 66.66670653 78.41923979 81.73753343 64.64764063 81.17673324 65.3525078  71.20270855
 72.75474876]",4177.919385971095,139.26397953236983
