c_reduction,final_error,final_rmsd,final_nrmsd_t
0.8488586249403569,"[ -0.78187231  -0.91408072  -3.02994883   0.85225962  -4.28796921   0.53212421  -9.70047304   9.00467657
  -5.35918517   0.20345107 -13.31008277  -5.9010005    5.43063415   8.6874512   -8.12073717   9.0161993
  -5.8930393    1.15714565   4.16446734]",39.55583633018453,1.3185278776728178
