c_reduction,final_error,final_rmsd,final_nrmsd_t
0.9999999999999999,"[193.81340159 205.19185862 201.85329613 240.70775078 206.74324671 146.00946895 114.60410022 171.66142777
 246.34288203 255.82921702 182.31408353 190.99878159 384.08800942 419.78645248 389.29607871 184.81402583
 229.53098324 181.62998545 190.28554639]",58536.96793465055,227.7703032476675
