c_reduction,final_error,final_rmsd,final_nrmsd_t
0.7478636011024644,"[-176.90363079 -181.16077428 -195.86107621 -164.01644449 -200.78915005 -260.29534273 -286.44374237 -220.10534677
 -132.16075001 -105.55330908 -158.4375455  -125.98013233   93.69181547  158.48340947  159.32594086  -11.82810145
   67.99086964   56.76617074  103.49208395]",27131.599714681128,105.57042690537403
