c_reduction,final_error,final_rmsd,final_nrmsd_t
0.002978531802187293,"[-376.79171747 -398.32839231 -429.42267079 -412.73236776 -463.08019884 -534.19761677 -569.38112901 -508.6858831
 -421.95326345 -390.96466431 -433.09200813 -382.69162793 -136.89265586  -36.58550238   10.59631469 -101.69932234
   51.48746575  130.46498823  286.93191066]",133453.18562542732,519.2730958187833
