c_reduction,final_error,final_rmsd,final_nrmsd_t
0.9999999999999999,"[ 42.44468621  44.04689834  31.88047602  62.87816102  22.0308396  -44.62462756 -81.01559011 -28.04210104
  43.41603047  50.4934098  -24.66573418 -16.91146114 175.90871145 211.94726519 182.35466416 -20.7222204
  25.8586832  -19.7662527   -8.46700088]",7081.392603042402,27.554056821176662
