c_reduction,final_error,final_rmsd,final_nrmsd_t
2.0231997677737433e-22,"[-392.89487432 -418.38799479 -454.4817007  -444.08070787 -502.13534642 -582.5703757  -629.1890782  -582.72661701
 -513.85709761 -505.23610409 -574.68350418 -557.01325714 -349.97328784 -295.24127593 -301.41822336 -476.01975848
 -395.46507175 -401.06332264 -342.99730694]",220104.16381544236,856.4364350795422
