c_reduction,final_error,final_rmsd,final_nrmsd_t
4.1493330348416513e-16,"[-389.6302164  -414.3180453  -449.39301618 -437.7089891  -494.18980463 -572.72012227 -616.99841503 -567.61889817
 -495.08251027 -481.8622286  -545.6830095  -521.26116784 -306.21250014 -242.04612086 -237.15500755 -398.80323381
 -303.10978876 -291.02881712 -212.32606652]",190957.90592084583,743.0268712873378
