c_reduction,final_error,final_rmsd,final_nrmsd_t
0.9254882260166254,"[ -49.86873786  -50.57665063  -63.73708457  -32.43481937  -71.76905357 -135.79522603 -168.48459451 -110.78258472
  -33.62686     -19.96263411  -87.77760888  -72.05397335  129.24183235  174.15537031  153.74111593  -39.94007779
   16.17694834  -19.84002223    1.07806194]",8513.569763107269,33.12673059574813
