beta0,c_reduction,final_error,final_rmsd,final_nrmsd_t
0.035107316003561324,0.9365157833914739,"[ 5.69322374e-04  1.13901474e-03  1.77672151e-03  2.55541275e-03  3.59898846e-03  5.05660414e-03  7.10231038e-03
  9.91500523e-03  1.35779823e-02  1.82156064e-02  2.41870837e-02  3.19935690e-02  4.22743924e-02  5.58575596e-02
  7.36443696e-02  9.60617407e-02  1.23783549e-01  1.58784122e-01  2.03842665e-01  2.62527948e-01  3.39480259e-01
  4.39770988e-01  5.65847605e-01  7.21546855e-01  9.17990408e-01  1.17083381e+00  5.00192215e-01  9.32229020e-01
  1.49555771e+00  2.20405554e+00  3.07144361e+00  4.11659304e+00  1.36381868e+00  8.43359392e-01  3.59204817e+00
  2.65418193e+00  4.08260699e+00 -4.22701706e-02 -1.61933147e+00 -7.73534444e-01  3.33826250e+00  3.59003948e+00
  4.87994260e+00  1.22012711e-01  1.24977542e+00 -2.78150518e+00 -3.00350531e+00 -4.38636580e-01 -3.10177220e+00
 -2.00321745e+00 -3.15381530e+00 -5.58608335e-01  7.87488963e-01  1.89295862e+00 -2.32484187e-01  4.20301335e-01
  2.85593612e+00 -1.92022411e+00 -1.89966502e+00  9.32257369e-01  1.59070949e+00]",3.1818080778184332,0.038802537534371136
